symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
INCY,Incyte Corp,Lee Heeson,EVP,Sell,3074,94.02,289018,29241.0,2025-11-03,STK,Yes,1
BJ,Bj's Wholesale Club Holdings Inc,Robert W Eddy,Chair & CEO,Sell,17898,89.7081,1605595,298735.0,2025-11-03,STK,Yes,1
CIEN,Ciena Corp,Gary B Smith,CEO,Sell,6800,190.451,1295067,268470.0,2025-11-03,STK,Yes,1
TEM,Tempus AI Cl A,David R Epstein,N/A,Sell,370,90.0,33300,26671.0,2025-11-03,STK,Yes,1
BURL,Burlington Stores Inc,Jennifer Vecchio,Chf Mdse Off.,Sell,419,274.4844,115009,64123.0,2025-11-03,STK,Yes,1
AAL,American Airlines Gp,Nathaniel Pieper,Chf Com Off.,Award,22488,0.0,299990,22488.0,2025-11-03,STK,Yes,1
LGMKD,Logicmark Inc,Chia-Lin Simmons,CEO,Award,74800,0.0,93500,74967.0,2025-11-03,STK:OTC,No,1
OPFI,Oppfi Inc,Christopher J Mckay,CRO,Sell,1107,9.85,10904,170446.0,2025-11-03,STK,Yes,1
OPFI,Oppfi Inc,Pamela D Johnson,CFO,Sell,1129,10.0,11291,152923.0,2025-11-03,STK,Yes,1
ALL,Allstate Corp,Thomas J Wilson,Chair & CEO,Sell,16807,189.4043,3183318,964148.0,2025-11-03,STK,Yes,1
HSY,Hershey Foods Corp,Cordel Robbin-Coker,N/A,Sell,303,168.22,50970,1285.0,2025-11-03,STK,Yes,1
ILMN,Illumina Inc,Dr Scott Gottlieb,Chair,Buy,500,122.13,61064,12523.0,2025-11-03,STK,Yes,1
BFLY,Butterfly Network Inc,Jonathan M Rothberg,N/A,Sell,100502,3.078,309345,9708991.0,2025-11-03,STK,Yes,1
MTDR,Matador Resources Company,Susan M Ward,N/A,Buy,5000,39.04,195200,14923.0,2025-11-03,STK,Yes,1
GRND,Grindr Inc,Zachary Katz,Gen Cou,Sell,15601,13.73,214201,532738.0,2025-11-03,STK,Yes,1
FOA,Finance of America Companies Inc Cl A,Kristen Sieffert,Pres.,Sell,750,21.86,16395,81799.0,2025-11-03,STK,Yes,1
NDAQ,Nasdaq Inc,Jeremy Skule,EVP - Strategy,Sell,2105,85.4,179767,84974.0,2025-11-03,STK,Yes,1
MVBF,Mvb Financial Corp,Michael R. Sumbs,CFO,Buy,2000,26.0,52000,2000.0,2025-11-03,STK,No,1
ABM,ABM Industries Inc,Barry A Hytinen,N/A,Award,925,0.0,39969,925.0,2025-11-03,STK,Yes,1
EBMT,Eagle Bancorp [Mt],Miranda Spaulding,CFO,Award,2430,0.0,39803,12033.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Cindy Utterback,N/A,Award,2207,0.0,36151,10997.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Kenneth M Walsh,N/A,Award,1227,0.0,20099,107260.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Samuel Waters,N/A,Award,1227,0.0,20099,33634.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Peter Joseph Johnson,N/A,Award,1227,0.0,20099,53065.0,2025-11-03,STK,No,1
MSM,Msc Industrial Direct Company,Erik Gershwind,CEO,Award,4901,0.0,415517,2124622.0,2025-11-03,STK,Yes,1
EBMT,Eagle Bancorp [Mt],Patrick D Rensmon,COO,Award,685,0.0,11221,14560.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Thomas J Mccarvel,V.Chair,Award,1227,0.0,20099,39644.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Maureen J Rude,N/A,Award,1227,0.0,20099,11250.0,2025-11-03,STK,No,1
HURN,Huron Consulting,James H Roth,V.Chair,Sell,2000,164.1318,328263,41159.0,2025-11-03,STK,Yes,1
HURN,Huron Consulting,Hugh E Sawyer iii,N/A,Sell,400,164.24,65697,22326.0,2025-11-03,STK,Yes,1
HURN,Huron Consulting,John Mccartney,Chair,Sell,500,164.24,82120,49817.0,2025-11-03,STK,Yes,1
EBMT,Eagle Bancorp [Mt],Laura F Clark,CEO,Award,4332,0.0,70959,28431.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Dale Field,Chf Credit,Award,695,0.0,11384,21786.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Rick F Hays,Chair,Award,1227,0.0,20099,40794.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Corey Jensen,N/A,Award,1227,0.0,20099,7815.0,2025-11-03,STK,No,1
BANR,Banner Corp,Millicent C Tracey,N/A,Award,782,0.0,47632,782.0,2025-11-03,STK,Yes,1
EBMT,Eagle Bancorp [Mt],Alana M Binde,CHRO,Award,2227,0.0,36478,9378.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Linda M Chilton,Div. Sr.VP,Award,2627,0.0,43030,13145.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Shavon Cape,N/A,Award,1227,0.0,20099,13570.0,2025-11-03,STK,No,1
EBMT,Eagle Bancorp [Mt],Tanya Chemodurow,N/A,Award,1227,0.0,20099,11280.0,2025-11-03,STK,No,1
BANR,Banner Corp,Daniel Everett Oxford,Div. EVP,Award,1846,0.0,112440,6316.0,2025-11-03,STK,Yes,1
HMN,Horace Mann Educators Corp,Marita Zuraitis,CEO,Sell,5000,44.173,220865,288788.0,2025-11-03,STK,Yes,1
NVR,NVR Inc,Michael J Devito,N/A,Buy,14,7068.05,98953,14.0,2025-11-03,STK,No,1
EL,Estee Lauder Companies,Jane Hertzmark Hudis,Div. Pres.,Award,10984,0.0,1024258,27385.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Michael Bowes,"EVP, People Off",Award,1674,0.0,156076,1752.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,William P Lauder,Chair,Award,7238,0.0,674944,13300.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Meridith Webster,EVP,Award,3497,0.0,326095,5430.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Rashida La Lande,Gen Cou,Award,3589,0.0,334675,1604.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Akhil Shrivastava,CFO,Award,3683,0.0,343418,4769.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Stephane De La Faverie,CEO,Award,9066,0.0,845404,15176.0,2025-11-03,STK,Yes,1
EL,Estee Lauder Companies,Roberto Canevari,Chf SupplyChain,Award,6876,0.0,641187,10403.0,2025-11-03,STK,Yes,1
MTSR,Metsera Inc,American Shareholder,N/A,Sell,193,61.2281,11817,3094182.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Weybright Ronda Shrewsbury,N/A,Award,226,0.0,13531,12678.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Todd F Schurz,N/A,Award,235,0.0,14069,14084.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Tracy D Graham,N/A,Award,235,0.0,14069,12721.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Isaac P Torres,N/A,Award,235,0.0,14069,10766.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Timothy K Ozark,N/A,Award,319,0.0,19098,50148.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,John F Afleck-Graves,N/A,Award,319,0.0,19098,19924.0,2025-11-03,STK,Yes,1
SRCE,1st Source Corp,Mark D Schwabero,N/A,Award,184,0.0,11016,28663.0,2025-11-03,STK,Yes,1
TER,Teradyne Inc,Michelle L Turner,CFO,Award,11144,0.0,2040132,11260.0,2025-11-03,STK,Yes,1
BBT,Beacon Financial Corporation,Carl M Carlson,CF & SO,Buy,2000,24.69,49381,75690.0,2025-11-03,STK,Yes,1
NEOG,Neogen Corp,Bryan Riggsbee,CFO,Award,178855,0.0,1124998,178855.0,2025-11-03,STK,Yes,1
UMBF,UMB Financial Corp,Tamara Peterman,N/A,Buy,185,106.41,19689,9128.0,2025-11-03,STK,Yes,1
UMBF,UMB Financial Corp,Gregory M Graves,Lead Dir.,Buy,264,106.41,28126,38411.0,2025-11-03,STK,Yes,1
CMPR,Cimpress N.V. Ord,Maarten Wensveen,EVP/CTO,Sell,22830,68.3577,1560606,20587.0,2025-11-03,STK,Yes,1
MTDR,Matador Resources Company,Christopher P Calvert,COO,Buy,2500,39.44,98599,125576.0,2025-11-03,STK,Yes,1
MTDR,Matador Resources Company,Van H Singleton ii,Div. Pres.,Buy,1000,39.46,39460,294923.0,2025-11-03,STK,Yes,1
MNDY,Monday.com Ltd,Eran Zinman,Co CEO,Sell,2500,205.24,513100,2021378.1586314153,2025-11-03,STK,Yes,1
TFII,Tfi International Inc,Debra J Kelly-Ennis,N/A,Buy,1685,88.9347,149855,9707.0,2025-11-03,STK,Yes,1
NTRA,Natera Inc,Jonathan Sheena,N/A,Sell,4000,200.0684,800273,287794.0,2025-11-03,STK,Yes,1
NTRA,Natera Inc,Solomon Moshkevich,Div. Pres.,Sell,3000,198.6033,595810,112061.0,2025-11-03,STK,Yes,1
NPWR,Net Power Inc.,American Shareholder,N/A,Sell,26593,4.0367,107349,3838653.0,2025-11-03,STK,Yes,1
AMZN,Amazon.com Inc,Douglas J Herrington,Div. CEO,Sell,24500,250.582,6139259,497605.0,2025-11-03,STK,Yes,1
EXPI,eXp World Holdings Inc,Randall D Miles,V.Chair,Sell,10000,10.0216,100215,497190.0,2025-11-03,STK,Yes,1
CRWD,Crowdstrike Holdings Inc,Sameer K Gandhi,N/A,Sell,5000,550.2021,2751011,4690158.0,2025-11-03,STK,Yes,1
TRAK,Repositrak Inc,Randall K. Fields,Chair & CEO,Sell,7500,15.0126,112595,4683525.0,2025-11-03,STK,Yes,1
U,Unity Software Inc,Tomer Bar-Zeev,N/A,Sell,250000,37.9773,9494325,2058007.0,2025-11-03,STK,Yes,1
BKV,Bkv Corp,Lindsay B Larrick,CLO,Sell,10000,23.37,233701,166341.0,2025-11-03,STK,Yes,1
FIVN,Five9 Inc,Andy Dignan,Pres.,Sell,700,24.35,17044,216025.0,2025-11-03,STK,Yes,1
FFIV,F5 Inc,Thomas Dean Fountain,COO,Sell,4212,249.7792,1052070,22493.0,2025-11-03,STK,Yes,1
DENN,Dennys Corp,American Shareholder,N/A,Buy,250704,4.0844,1023976,4524905.0,2025-11-03,STK,Yes,1
TTMI,TTM Technologies,Robert P Farrell,Pres.,Sell,3476,68.9301,239602,20346.0,2025-11-03,STK,Yes,1
MSFT,Microsoft Corp,Bradford L Smith,V Chair & Pres,Sell,38500,518.6417,19967705,461597.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Carlos Ruiz Sacrist?n,N/A,Award,400,0.0,55316,27147.0,2025-11-03,STK,Yes,1
CVNA,Carvana Company Cl A,Stephen R Palmer,Finance & Acctng,Sell,1000,305.0,305000,41868.0,2025-11-03,STK,Yes,1
SITM,Sitime Corp,Rajesh Vashist,Chair & CEO,Sell,2000,289.75,579500,477607.0,2025-11-03,STK,Yes,1
PSX,Phillips 66,Gregory J Hayes,N/A,Award,94,0.0,12964,29807.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Donald J Spring,CAO,Award,4000,0.0,63760,9386.0,2025-11-03,STK,Yes,1
LRCX,Lam Research Corp,Bethany Mayer,N/A,Sell,1298,159.99,207666,30582.0,2025-11-03,STK,Yes,1
NGVC,Natural Grocers By Vitamin Cottage Inc,Charity Isely,N/A,Award,2000,0.0,65920,13697.0,2025-11-03,STK,Yes,1
NGVC,Natural Grocers By Vitamin Cottage Inc,Robert Linnane,N/A,Award,2000,0.0,65920,3818.0,2025-11-03,STK,Yes,1
NGVC,Natural Grocers By Vitamin Cottage Inc,Raquel M Isely,N/A,Award,4000,0.0,131840,114969.0,2025-11-03,STK,Yes,1
WMT,Walmart Inc,John David Rainey,CFO,Sell,2200,101.1826,222602,619518.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Rionda Jose Pedro Valenzuela,N/A,Award,400,0.0,55316,4025.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Gomez Del Campo Javier Arrigunaga,N/A,Award,400,0.0,55316,4025.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,German Larrea Mota Velasco,Chair,Award,400,0.0,55316,388977.0,2025-11-03,STK,Yes,1
RBRK,Rubrik Inc Cl A,John Wendell Thompson,Lead Dir.,Sell,9009,75.4491,679721,3700.0,2025-11-03,STK,Yes,1
TTC,Toro Company,D Christian Koch,N/A,Award,1235,0.0,91649,13983.0,2025-11-03,STK,Yes,1
SNOW,Snowflake Inc Cl A,Christian Kleinerman,Div. EVP,Sell,15000,276.82,4152300,766104.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Jill M Pemberton,N/A,Award,1235,0.0,91649,7111.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Eric P Hansotia,N/A,Award,1235,0.0,91649,4218.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Jeffrey L Harmening,N/A,Award,1235,0.0,91649,9348.0,2025-11-03,STK,Yes,1
TTC,Toro Company,James Calvin O'rourke,N/A,Award,1235,0.0,91649,18956.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Joyce Mullen,N/A,Award,1235,0.0,91649,6931.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Dianna C Craig,N/A,Award,1235,0.0,91649,3765.0,2025-11-03,STK,Yes,1
TTC,Toro Company,Gary Lee Ellis,N/A,Award,1235,0.0,91649,39455.0,2025-11-03,STK,Yes,1
HTGC,Hercules Technology Growth Capital,Gayle A Crowell,N/A,Buy,6000,17.7745,106646,78727.0,2025-11-03,STK,Yes,1
PYPL,Paypal Holdings,Suzan Kereere,Div. Pres.,Sell,12500,68.8748,860935,30983.0,2025-11-03,STK,Yes,1
RCL,Royal Caribbean Cruises Ltd,Maritza Gomez Montiel,N/A,Sell,1100,281.76,309936,14234.0,2025-11-03,STK,Yes,1
CRTO,Criteo S.A. ADR,Ernst Teunissen,N/A,Buy,4403,22.71,99992,12468.0,2025-11-03,STK,Yes,1
CRTO,Criteo S.A. ADR,Frederik Van Der Kooi,Chair,Buy,2299,22.61,51980,16600.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Nelson C Chan,Int. Chair,Award,3036,0.0,215616,45719.0,2025-11-03,STK,Yes,1
UTZ,Utz Brands Inc,American Shareholder,N/A,Buy,85000,10.48,890799,3485000.0,2025-11-03,STK,Yes,1
EWBC,East West Bancorp,Douglas Paul Krause,V.Chair & CAO,Sell,10000,100.04,1000400,73166.0,2025-11-03,STK,Yes,1
TEAF,Tortoise Sustainable and Social Impact Term Fund,American Shareholder,N/A,Sell,19221,12.39,238149,1530005.0,2025-11-03,UIT,No,11
COOK,Traeger Inc,Ralph (Raul) Alvarez,N/A,Award,44836,0.0,40801,1118993.0,2025-11-03,STK,Yes,1
AVBC,Avidia Bancorp Inc,Robert D Cozzone,CEO,Buy,3310,15.1045,49996,50782.0,2025-11-03,STK,No,1
RYM,Rythm Inc,Benjamin Kovler,Chair/Int. CEO,Award,14375,0.0,591962,84215.0,2025-11-03,STK,No,1
ITT,ITT Inc,Cheryl De Mesa Graziano,CAO,Sell,238,183.08,43573,5062.0,2025-11-03,STK,Yes,1
ETSY,Etsy Inc,Merilee Buckley,PAO,Sell,1993,61.4696,122509,0.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,James L Whims,N/A,Award,3036,0.0,215616,25226.0,2025-11-03,STK,Yes,1
RYM,Rythm Inc,Brad Asher,CFO,Award,6000,0.0,247081,6000.0,2025-11-03,STK,No,1
UTZ,Utz Brands Inc,American Shareholder,N/A,Buy,15000,10.48,157200,615000.0,2025-11-03,STK,Yes,1
COOK,Traeger Inc,Steven Philip Richman,N/A,Award,20380,0.0,18546,413959.0,2025-11-03,STK,Yes,1
TRU,Transunion,Steven M Chaouki,Reg. CEO,Sell,1000,80.47,80470,63592.0,2025-11-03,STK,Yes,1
UTZ,Utz Brands Inc,Dylan Lissette,Chair,Buy,31750,10.58,335915,160612.0,2025-11-03,STK,Yes,1
UTZ,Utz Brands Inc,Howard A Friedman,CEO,Buy,7200,10.581,76183,279279.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Dr Luis Miguel Palomino Bonilla,N/A,Award,400,0.0,55316,2113.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Enrique Castillo Sanchez Mejorada,N/A,Award,400,0.0,55316,4447.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Vicente Ariztegui Andreve,N/A,Award,400,0.0,55316,9499.0,2025-11-03,STK,Yes,1
SCCO,Southern Copper Corp,Leonardo Contreras Lerdo De Tejada,N/A,Award,400,0.0,55316,9004.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Keith B Geeslin,N/A,Award,3036,0.0,215616,40977.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Vivie  (Yy) Lee,N/A,Award,3036,0.0,215616,10958.0,2025-11-03,STK,Yes,1
MYE,Myers Industries,Yvette Dapremont Bright,N/A,Buy,1000,17.45,17449,28711.0,2025-11-03,STK,Yes,1
IOT,Samsara Inc Cl A,Dominic Phillips,CFO,Sell,18348,40.3913,741100,1763589.0,2025-11-03,STK,Yes,1
JBL,Jabil Circuit,Mark T Mondello,Chair,Sell,20000,220.8277,4416554,1228359.0,2025-11-03,STK,Yes,1
CMS,Cms Energy Corp,Brandon J Hofmeister,SVP.,Sell,4000,72.4706,289883,64491.0,2025-11-03,STK,Yes,1
SLP,Simulations Plus Inc,Lisa Lavange,N/A,Award,1771,0.0,30001,10834.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Susan J Hardman,N/A,Award,3036,0.0,215616,14334.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Jeffrey D Buchanan,N/A,Award,3036,0.0,215616,21657.0,2025-11-03,STK,Yes,1
ASA,ASA Gold and Precious Metals,American Shareholder,N/A,Buy,26152,46.21,1208484,5145514.0,2025-11-03,UIT,Yes,11
TEAM,Atlassian Corp,Scott Belsky,N/A,Buy,1476,169.99,250905,6131.0,2025-11-03,STK,Yes,1
NQP,Nuveen Pennsylvania Investment,American Shareholder,N/A,Sell,28534,12.06,344121,4408563.0,2025-11-03,UIT,No,11
OPCH,Option Care Health Inc,Harry M Jansen Kraemer,Chair,Buy,38000,25.984,987392,413390.0,2025-11-03,STK,Yes,1
ECAT,Blackrock ESG Capital Allocation Trust,American Shareholder,N/A,Sell,70661,16.4,1158840,27227642.0,2025-11-03,UIT,No,11
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,7665,172.7843,1324392,306600.0,2025-11-03,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,7665,172.785,1324397,306600.0,2025-11-03,STK,Yes,1
MEGI,Nyli CBRE Global Infrastructure Megatrends Term,American Shareholder,N/A,Sell,108100,14.08,1522048,6049597.0,2025-11-03,UIT,No,11
EQIX,Equinix Inc,Brandi Galvin Morandi,CHRO,Sell,100,840.47,84047,8277.0,2025-11-03,STK,Yes,1
AEE,Ameren Corp,Michael L Moehn,CFO,Sell,6500,101.44,659360,204156.0,2025-11-03,STK,Yes,1
SNX,Synnex Corp,Merline Saintil,N/A,Sell,336,155.79,52346,7330.0,2025-11-03,STK,Yes,1
NLY,Annaly Capital Management Inc,Anthony C Green,Corp & legal ofc,Sell,22499,21.15,475854,178441.0,2025-11-03,STK,Yes,1
SLP,Simulations Plus Inc,Sharlene Evans,N/A,Award,1771,0.0,30001,13280.0,2025-11-03,STK,Yes,1
LNN,Lindsay Corp,Samuel S Hinrichsen,SVP.,Award,2674,0.0,299943,2674.0,2025-11-03,STK,Yes,1
SLP,Simulations Plus Inc,John Paglia,N/A,Award,1771,0.0,30001,10696.0,2025-11-03,STK,Yes,1
SYNA,Synaptics Inc,Patricia Lorraine Kummrow,N/A,Award,3036,0.0,215616,11838.0,2025-11-03,STK,Yes,1
SLP,Simulations Plus Inc,Daniel Weiner,Chair,Award,1771,0.0,30001,12654.0,2025-11-03,STK,Yes,1
SLP,Simulations Plus Inc,Walter S Woltosz,N/A,Award,1771,0.0,30001,3288002.0,2025-11-03,STK,Yes,1
MTG,Mgic Investment Corp,Salvatore A Miosi,COO,Sell,30000,27.52,825600,544245.0,2025-11-03,STK,Yes,1
HLX,Helix Energy Solutions Group,Scott Andrew Sparks,COO,Sell,40000,6.879,275160,301042.0,2025-11-03,STK,Yes,1
NLY,Annaly Capital Management Inc,David L Finkelstein,CEO & CIO,Sell,50000,21.16,1058000,709725.0,2025-11-03,STK,Yes,1
CARG,Cargurus Inc Cl A,Ismail Elshareef,CPO,Sell,1228,34.98,42955,95907.0,2025-11-03,STK,Yes,1
CARG,Cargurus Inc Cl A,Samuel Zales,COO,Sell,10000,34.98,349799,410259.0,2025-11-03,STK,Yes,1
RGP,Resources Connection Inc,Roger D Carlile,CEO,Award,600000,0.0,2808000,666554.0,2025-11-03,STK,Yes,1
RMD,Resmed Inc,Brett Sandercock,CFO,Sell,1000,247.54,247539,85745.0,2025-11-03,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,300000,888.8297,266648910,93931978.0,2025-11-03,STK,Yes,1
NCSM,Ncs Multistage Holdings Inc,Robert Nipper,N/A,Sell,3147,40.0,125880,123051.0,2025-11-03,STK,No,1
MRK,Merck & Company,David Michael Williams,CIO,Sell,8614,83.5895,720040,24578.0,2025-11-03,STK,Yes,1
IRMD,Iradimed Corp,Roger E Susi,Chair & CEO,Sell,5000,82.6432,413216,4547950.0,2025-11-03,STK,Yes,1
BOOT,Boot Barn Holdings Inc,Peter M Starrett,Chair,Sell,6498,190.0,1234620,32170.0,2025-11-03,STK,Yes,1
SIRI,Siriusxm Holdings Inc,Kristina Salen,N/A,Sell,1845,21.64,39925,19969.0,2025-11-03,STK,Yes,1
SNX,Synnex Corp,Richard T Hume,N/A,Sell,5000,153.8148,769074,57515.0,2025-11-03,STK,Yes,1
PL,Planet Labs Pbc,Scott Reese,N/A,Award,8807,0.0,116165,8807.0,2025-11-03,STK,Yes,1
FUSB,First US Bancshares Inc,James F House,CEO,Buy,1250,13.29,16612,133729.0,2025-11-03,STK,No,1
SR,Spire Inc,Steven M Greenley,COO,Award,7970,0.0,699925,7970.0,2025-11-03,STK,Yes,1
VIAV,Viavi Solutions,Paul Mcnab,CMO,Sell,12617,17.41,219662,28044.0,2025-11-03,STK,Yes,1
VIAV,Viavi Solutions,Luke M Scrivanich,GM,Sell,9765,17.45,170400,61820.0,2025-11-03,STK,Yes,1
VIAV,Viavi Solutions,Keith L Barnes,N/A,Sell,53933,17.2726,931564,125151.0,2025-11-03,STK,Yes,1
VIAV,Viavi Solutions,Kevin Christopher Siebert,Gen Cou & Sec,Sell,11148,17.29,192749,73450.0,2025-11-03,STK,Yes,1
EQB-PR-C.TO,Equitable Group Inc Pref Ser 3,Mary Lee Schneider,N/A,Buy,2081,30.28,63000,2081.0,2025-11-03,STKINT:CA,No,6
WM,Waste Management,Sean E Menke,N/A,Buy,2000,196.4201,392840,7314.0,2025-11-03,STK,Yes,1
WM,Waste Management,David L. Reed,CFO,Award,2628,0.0,517112,7840.0,2025-11-03,STK,Yes,1
GBFH,Gbank Finl Hldgs,Tara Allyce Campbell,COO,Sell,3867,35.611,137707,3733.0,2025-11-03,STK,No,1
TEL,Te Connectivity Ltd,John S Jenkins Jr,Gen Cou,Sell,2897,247.7302,717674,20903.0,2025-11-03,STK,Yes,1
FCNCP,First Citizens Bancshares,Mary Lee Schneider,N/A,Buy,2544,24.76,63000,2544.0,2025-11-03,UIT,No,11
XOM,Exxon Mobil Corp,Greg C Garland,N/A,Award,8000,0.0,910080,8339.0,2025-11-03,STK,Yes,1
VIR,Vir Biotechnology Inc,Dr Vicki L Sato,Chair,Sell,22000,5.6385,124047,1210391.0,2025-11-03,STK,Yes,1
ORI,Old Republic International Corp,Therace Risch,N/A,Buy,1000,39.1358,39135,10625.0,2025-11-03,STK,Yes,1
NEEXU,Nextera Energy Inc,American Shareholder,N/A,Buy,15170,0.82,12440,4125367.0,2025-11-03,STK:OTC,No,1
CME,CME Group Inc,Harold Eugene Ford jr,N/A,Sell,1000,263.53,263531,1091.0,2025-11-03,STK,Yes,1
PEBK,Peoples Bancorp NC,James S Abernethy,V.Chair,Sell,800,29.05,23240,175867.0,2025-11-03,STK,No,1
EPR,Entertainment Properties Trust,Gregory E Zimmerman,CIO,Sell,7500,49.2127,369095,73877.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Jeremy Andrew Jameson,CCO,Award,23310,0.0,371562,57984.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Eric T Lemke,CFO,Award,14940,0.0,238143,43333.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Jeffrey G Ludwig,V.Chair & CE,Award,38410,0.0,612256,411228.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Daniel Edward Casey,CRO,Award,10760,0.0,171515,24112.0,2025-11-03,STK,Yes,1
MSBI,Midland Sts BNC,Jeffrey S Mefford,Div. Pres.,Award,23310,0.0,371562,79059.0,2025-11-03,STK,Yes,1
CZFS,Citizens Fincl Svcs,Randall E Black,CEO,Buy,478,54.1046,25862,44329.0,2025-11-03,STK,No,1
NEWT,Newtekone Inc,Gregory L Zink,N/A,Buy,1000,10.43,10429,37207.0,2025-11-03,STK,Yes,1
DRTS,Alpha Tau Medical Ltd Cl A,Amnon Gat,COO,Sell,16000,4.165,66640,2021378.1586314153,2025-11-03,STK,No,1
CPA,Copa Holdings S.A.,Pedro Heilbron,Chair & CEO,Sell,30000,125.21,3756300,2021378.1586314153,2025-11-03,STK,Yes,1
RDWR,Radware Ltd,Sharon Trachtman,CMO,Sell,3110,25.63,79710,2021378.1586314153,2025-11-03,STK,Yes,1
SOPH,Sophia Genetics Sa,Kathy L Hibbs,N/A,Sell,10000,5.0,50000,2021378.1586314153,2025-11-03,STK,Yes,1
TK,Teekay Corporation Ltd,Rudolph Krediet,N/A,Sell,28563,9.4445,269762,2021378.1586314153,2025-11-03,STK,Yes,1
NEXM,Nexmetals Mining Corp,Sean Michael Whiteford,Pres.,Buy,5000,3.91,19550,27833.0,2025-11-03,STK,No,1
SGMLF,Sigma Lithium Corp,Marcelo Freire De Paiva,Co-Chair,Buy,77007,5.1821,399058,2244307.0,2025-11-03,STK:OTC,No,1
NTRA,Natera Inc,Steve Chapman,CEO,Sell,5024,199.9588,1004593,144816.0,2025-11-03,STK,Yes,1
NTRA,Natera Inc,Dr Matthew Rabinowitz,Chair,Sell,17100,200.0002,3420003,2308752.0,2025-11-03,STK,Yes,1
AJG,Arthur J. Gallagher & Company,Michael Robert Pesch,VP.,Buy,4000,247.1221,988489,54832.0,2025-11-03,STK,Yes,1
GWRE,Guidewire Software Inc,John Mullen,Pres.,Sell,3000,231.85,695550,152958.0,2025-11-03,STK,Yes,1
GWRE,Guidewire Software Inc,Michael (Mike) George Rosenbaum,CEO,Sell,1400,231.85,324591,255158.0,2025-11-03,STK,Yes,1
FIBK,First Interstate Ban,Jonathan R Scott,N/A,Sell,4800,31.27,150096,941024.0,2025-11-03,STK,Yes,1
MSM,Msc Industrial Direct Company,Mitchell Lawrence Jacobson,Chair,Buy,181806,84.752,15408422,8084735.0,2025-11-03,STK,Yes,1
CLVT,Clarivate Analytics Plc,Kenneth L Cornick,N/A,Buy,725000,3.4234,2481964,1032711.0,2025-11-03,STK,Yes,1
